,dt,Цена на арматуру,year,month,quarter,day_of_month,day_of_week,stationary_price,rolling_std,normalized_price,log_normalized_price
196,2018-10-08,41500,2018,10,4,8,0,-0.0067480866726712385,3940.699470759061,10.531125326338634,2.354335189043499
197,2018-10-15,40800,2018,10,4,15,0,0.0027242937370912657,3863.6896648265024,10.559854320450995,2.35705948278059
198,2018-10-22,39700,2018,10,4,22,0,-0.01940461669760918,3833.18604001834,10.356919696965727,2.337654866082981
199,2018-10-29,39500,2018,10,4,29,0,0.00449417455364598,3796.7735158203686,10.40357025127037,2.342149040636627
200,2018-11-05,38800,2018,11,4,5,0,-0.01219877215848264,3775.2627320032125,10.277430407979082,2.3299502684781443
201,2018-11-12,38300,2018,11,4,12,0,-0.010084354259585204,3764.3830450878813,10.174309984202436,2.319865914218559
202,2018-11-19,38000,2018,11,4,19,0,-0.004569930426071345,3752.0042952912836,10.127920175275253,2.315295983792488
203,2018-11-26,37600,2018,11,4,26,0,-0.008733325692290794,3745.074059367199,10.039854861068683,2.306562658100197
204,2018-12-03,37600,2018,12,4,3,0,0.0018608307988738915,3738.111590210992,10.058554725456371,2.308423488899071
205,2018-12-10,37300,2018,12,4,10,0,-0.005950311606563119,3730.4174689642728,9.998880905507907,2.3024731772925078
206,2018-12-17,37000,2018,12,4,17,0,-0.009154097143507567,3734.443578443768,9.90776784353475,2.293319080149
207,2018-12-24,36700,2018,12,4,24,0,-0.013634863018234356,3755.0159690121714,9.773593588645813,2.279684217130766
208,2018-12-31,36000,2018,12,4,31,0,-0.03856101036570925,3828.203877477846,9.40388786809287,2.2411232067650566
209,2019-01-07,36000,2019,1,1,7,0,-0.01588595723361408,3889.504178378443,9.255678448713894,2.2252372495314425
210,2019-01-14,35700,2019,1,1,14,0,-0.027193195225183153,3963.4174062584,9.007378315397268,2.1980440543062594
211,2019-01-21,35300,2019,1,1,21,0,-0.04245089214238673,4088.9564949252613,8.63300943500139,2.1555931621638726
212,2019-01-28,34000,2019,1,1,28,0,-0.08188352127757481,4274.43052822009,7.954275961564848,2.073709640886298
213,2019-02-04,33800,2019,2,1,4,0,-0.044781553500511606,4443.901536889109,7.605929096183625,2.0289280873857862
214,2019-02-11,34550,2019,2,1,11,0,0.011296080930388364,4491.484999418361,7.692333382939976,2.0402241683161746
215,2019-02-18,36000,2019,2,1,18,0,0.14394557021788446,4052.561701020709,8.883270053836014,2.184169738534059
216,2019-02-25,37700,2019,2,1,25,0,0.21347123725236727,3428.144383342629,10.997203088406804,2.3976409757864263
217,2019-03-04,40200,2019,3,1,4,0,0.29926822112040385,2710.0248341019683,14.833812404276816,2.69690919690683
218,2019-03-11,40200,2019,3,1,11,0,0.13719826781135191,2362.592494930425,17.015206848519103,2.834107464718182
219,2019-03-18,39900,2019,3,1,18,0,0.07470961142480537,2176.1543247039376,18.335096710307223,2.9088170761429875
220,2019-03-25,39400,2019,3,1,25,0,0.046773359722743546,2050.6880693979583,19.21306345316919,2.955590435865731
221,2019-04-01,39300,2019,4,2,1,0,0.03914786818305771,1966.9541210950654,19.980130486277154,2.9947383040487887
222,2019-04-08,39500,2019,4,2,8,0,0.009965034339778356,1957.361383842194,20.180228508679193,3.004703338388567
223,2019-04-15,39500,2019,4,2,15,0,0.0,1957.361383842194,20.180228508679193,3.004703338388567
224,2019-04-22,39300,2019,4,2,22,0,-0.01411978086220067,1975.143317126257,19.897290317737397,2.9905835575263664
225,2019-04-29,39300,2019,4,2,29,0,-0.0145756400282826,2004.1431271027407,19.60937792742051,2.976007917498084
226,2019-05-06,39300,2019,5,2,6,0,-0.015642456454504572,2035.7393255152747,19.305025701192175,2.9603654610435792
227,2019-05-13,40300,2019,5,2,13,0,-0.011612238020911825,2111.9216042076355,19.082147708375764,2.9487532230226674
228,2019-05-20,40000,2019,5,2,20,0,-0.03233457553925145,2165.087565588695,18.47500333739336,2.916418647483416
229,2019-05-27,40200,2019,5,2,27,0,-0.01940057035551801,2218.539105102653,18.12003219034533,2.897018077127898
230,2019-06-03,40200,2019,6,2,3,0,-0.01810114808558838,2259.062866817124,17.79498950227943,2.8789169290423096
231,2019-06-10,40300,2019,6,2,10,0,-0.009947291507281353,2287.3222984751337,17.618855037117594,2.868969637535028
232,2019-06-17,41500,2019,6,2,17,0,0.00827195477076792,2336.027494812906,17.76520186177165,2.877241592305796
233,2019-06-24,40500,2019,6,2,24,0,-0.015802959693310914,2316.0504471865825,17.486665737008142,2.861438632612485
234,2019-07-01,40500,2019,7,3,1,0,0.023141516109460802,2263.0689291890776,17.8960523374391,2.884580148721946
235,2019-07-08,40300,2019,7,3,8,0,0.043384950473774,2156.2839999420135,18.689560373811492,2.92796509919572
236,2019-07-15,39800,2019,7,3,15,0,0.12458167850296986,1880.090914776788,21.169189046756934,3.05254677769869
237,2019-07-22,39800,2019,7,3,22,0,0.23685373919161679,1483.5923279837716,26.82677663485151,3.2894005168903067
238,2019-07-29,40200,2019,7,3,29,0,0.35300509666428415,1052.808528224189,38.18358127076233,3.642405613554591
239,2019-08-05,40300,2019,8,3,5,0,0.4115274179004671,699.3656546047384,57.62364756498718,4.053933031455058
240,2019-08-12,39200,2019,8,3,12,0,0.2226832919504682,544.4715560637252,71.99641480520613,4.276616323405526
241,2019-08-19,38700,2019,8,3,19,0,-0.1081109624141865,598.896932895819,64.61879811752526,4.16850536099134
242,2019-08-26,38200,2019,8,3,26,0,-0.15075356511814597,687.3468208801486,55.57601903371699,4.017751795873194
243,2019-09-02,37700,2019,9,3,2,0,-0.17833999997883065,810.7855378618502,46.49811601156569,3.839411795894363
244,2019-09-09,36900,2019,9,3,9,0,-0.22492919866303573,993.748575789767,37.13212868825927,3.6144825972313273
245,2019-09-16,36200,2019,9,3,16,0,-0.21918103412511725,1213.8019679467636,29.82364583016371,3.39530156310621
246,2019-09-23,35000,2019,9,3,23,0,-0.2590475865553423,1520.5834120638074,23.01748113409731,3.1362539765508677
247,2019-09-30,34200,2019,9,3,30,0,-0.2145047446572539,1841.3084116102868,18.57374885399613,2.921749231893614
248,2019-10-07,33500,2019,10,4,7,0,-0.18192832541559012,2163.4940540106095,15.48421172588798,2.7398209064780237
249,2019-10-14,33300,2019,10,4,14,0,-0.1250677515779235,2437.088872797456,13.663843108756225,2.6147531549001
250,2019-10-21,33500,2019,10,4,21,0,-0.07485544109288256,2642.2946494463636,12.678374081792585,2.5398977138072176
251,2019-10-28,33300,2019,10,4,28,0,-0.0635702282070012,2798.9095961706867,11.897490381811267,2.4763274856002164
252,2019-11-04,33800,2019,11,4,4,0,-0.019178534192112906,2895.9460670372514,11.671488079396342,2.4571489514081035
253,2019-11-11,33500,2019,11,4,11,0,-0.03616420201833703,2975.942184259984,11.2569391224011,2.4209847493897665
254,2019-11-18,32300,2019,11,4,18,0,-0.07749208879499925,3100.534666374723,10.417558090961947,2.3434926605947672
255,2019-11-25,32200,2019,11,4,25,0,-0.030498601777606993,3186.6569643900734,10.104633275506353,2.3129940588171602
256,2019-12-02,31800,2019,12,4,2,0,-0.012413632185144685,3186.3812330477563,9.979973416295662,2.3005804266320156
257,2019-12-09,31100,2019,12,4,9,0,-0.04005217757505619,3243.586201918404,9.588152761781403,2.2605282490569594
258,2019-12-16,30600,2019,12,4,16,0,-0.028250149317225137,3282.8827028359997,9.321076252150414,2.2322780997397342
259,2019-12-23,31400,2019,12,4,23,0,0.04014908163796749,3236.1382201182673,9.702923010146478,2.2724271813777017
260,2019-12-30,32900,2019,12,4,30,0,0.08298443961398894,3120.7115502254005,10.54246746951788,2.3554116209916907
261,2020-01-06,32900,2020,1,1,6,0,0.048836859052231674,2971.967459396253,11.070107748314156,2.4042484800439223
262,2020-01-13,33400,2020,1,1,13,0,0.09654803346852159,2739.456071050869,12.192201347177505,2.500796513512444
263,2020-01-20,32500,2020,1,1,20,0,0.08071546465082768,2458.9344634723893,13.217107036722345,2.5815119781632716
264,2020-01-27,32890,2020,1,1,27,0,0.11702312662024461,2213.629675573532,14.857950434495548,2.698535104783516
